postId,author
"11171","James Teel "
"11176","Perry Norton"
"11179","Peter Shillito"
"11188","Peter Curran"
"11195","Joseph Vaughn-Perling"
"11200","Dorsey Morrow"
"11207","Jason Wright"
"11210","Allen Chilver"
"11219","Jonathan Gossels and Richard Mackey, Jr."
"11222","Errol Rhoden"
"11229","Andy Druda"
"11232","Paul A. Williams "
"11237","Dave Lang"
"11240","Alan Sterneckert"
"11253","Bill Van Emburg"
"11262","Richard R. Starnes"
"11265","Andrew Rathmell"
"11277","Edward Hearst"
"11300","Steve Crutchley"
"11311","Brad Johnson and Jonathan Gossels"
"11314","Chris O’Ferrell"
"11323","Bruce Murphy"
"11330","the Interpol European Working Group on Information Technology Crime"
"11337","Simon Waring"
"11340","Steven J. Ross"
"11347","Andrew Christensen"
"11356","Mark K. Mellis and Jonathan Gossels"
"11361","Peter Davies"
"11364","Micki Krause"
"11371","Nigel Hope"
"11378","April Nelson"
"11383","Adam Holder"
"11390","Richard Aufreiter"
"11395","Chester Soong"
"11400","Drew Williams"
"11403","Robert Lendvai"
"11410","Jacques Halé"
"11413","Laurie Mcquillan"
"11418","Nathan Tennant"
"11425","R. Subha Vivek"
"11428","Barton Taylor"
"11431","Mark Becker"
"11436","Aarti Anhal"
"11439","Ken Shaurette"
"11442","Bryan Davies"
"11451","John Holden"
"11464","Bart Taylor"
"11469","Alyn Hockey"
"11472","Robert Roussey"
"11475","Simon Jenner"
"11500","David Thomason"
"11503","Oba McMillan"
"11506","Brad Johnson, Dick Mackey and Jonathan Gossels"
"11511","Neil Robinson"
"11538","Andy Coote"
"11541","Nick Booth"
"11625","Neil Chaney"
"11752","Mark Ungerman "
"11759","Jeffrey N Reich"
"11818","Gary K.Saidman "
"11823","Andy Infante "
"11878","Don Parker "
"11929","Richard Williams "
"11934","Roger Hardiman"
"11939","Sarah Merrion"
"11996","James R. Wade"
"12021"," John Sterlicchi"
"12050","Nick Ray"
"12053","David Brunswick"
"12056","Jamie Cowper"
"12059","Peter Wenham"
"12078","Steve Purser"
"12085","Indy Chakrabarti"
"12128","Mary Ann Davidson"
"12137","James Janisse"
"12140","Francois Bourdeau"
"12183","Randy Budde"
"12222","Russell Sarder"
"12225","Dan Nadir"
"12254","Bruce Hendrix"
"12273","Lannon Rowan"
"12300","John Cheney, Matt Sergeant and Alyn Hockey"
"12309","Tony Morrish"
"12312","David Williamson"
"12345","Matthieu Brignon and Laure Brignone"
"12348","Mark Harris"
"12351","Simon Heron, director, Network Box"
"12378","Colin Gray"
"12387","Ian Schenkel"
"12402","Rajesh Patel"
"12409","Andrew Wilson"
"12412","Jim McGrath"
"12415","A solid cybersecurity program requires more than three steps, but Paul Kurtz thinks they are surely worth it"
"12428","Omon Edeki"
"12431","Neil Robertson"
"12436","Bob Jones"
"12459","Steve Keohane"
"12462","Glenn Stephens"
"12491","James White"
"12494","Steve Ronksley"
"12533","Paul Hickingbotham"
"12544","Glenn Choquette"
"12549","Rosa Caputo"
"12552","Luke Brown"
"12579","Denny Meijer"
"12584","Kristin Gallina Lovejoy"
"12609","David D'Agostino"
"12616","Jeff Schultz"
"12619","Marc Malizia"
"12636","John Edwards"
"12645","Barry Phillips"
"12650","Robert Jaques"
"12659","Phil Worms"
"12664","Neil Hare-Brown"
"12673","Simon Janes"
"12694","Bob Johnson"
"12699","Rami Houbby"
"12702","Dr. Horst Joepen"
"12709","Rob Jaques"
"12729","Scott Rasmussen"
"12734","Joe Uniejewski"
"12739","Tom Kuhr"
"12742","Bethany Mayer"
"12745","Edward Schenk"
"12781","Soheila Amiri"
"12784","Vladimir Chernavsky"
"12789","Ron Lepofsky"
"12810","Benny Jones and Dorian Deane"
"12817","David Lynch"
"12820","Matt Fisher"
"12841","Gary Holland"
"12848","Joanna Shields"
"12867","David Quainton"
"12872","Joe Fantuzzi"
"12879","Tom Keane"
"12882","David Perry"
"12893","Kevin Mandia"
"12898","Brian Milas"
"12903","Yiannis Vassiliades"
"12908","Martin Jacobs"
"12915","James Angle"
"12934","Roberto Angelino, M.S.C.S."
"12939","Zoe Lowther"
"12942","Ken Watt"
"12971","Paul Butler"
"12974","Paul A. Henry"
"12977","John Roese"
"13006","Mark Smith"
"13011","Dave Martin"
"13022","Abhay Joshi "
"13049","Mark Murtagh"
"13052","Geoff Webster"
"13075","By John Sterlicchi"
"13082","Roy Hills"
"13109","Kirk Drake"
"13118","Tareque Choudhury"
"13121","Mike Smart"
"13134","Melville Carrie"
"13137","Iain Chidgey"
"13140","Graeme Howe"
"13157","Dr. Martin Kuhlmann"
"13160","Andrew Lee"
"13163","Dr. Matthew Williamson"
"13180","Andre Yee"
"13183","Brian Mansfield"
"13186","Wallace Wang"
"13189","Dr. Prem Chand"
"13192","Lance Braunstein"
"13293","Justin Opie"
"13296","Michael Burling"
"13321","Mark Elliott"
"13338","Wayne Foster"
"13345","John Porter"
"13348","Jeannine Bartlett"
"13351","David Beesley"
"13360","Neil Lloyd"
"13371","Edward Schwartz"
"13380","Scott Gordon "
"13385","Lee Ratzan"
"13388","Eugene Kuznetsov"
"13405","Niall Moynihan"
"13426","Steve Wllson"
"13429","Chris Minchin"
"13434","Kathleen O'Connor and Sophie Gilkes"
"13509","Matt Peachey"
"13516","Paul Meadowcroft"
"13539","David Quainton and René Millman"
"13554","Simon Edmed"
"13589","Dr Hamid Jahankhani"
"13616","Alan Cohen"
"13635","Chris Williams"
"13656","Patrik Runald "
"13719","Charles Hayhoe"
"13724","Dr Jonathan Tuliani"
"13735","Michael Patterson"
"13774","Jaime Chanaga "
"13781","Petri Säkkinen"
"13842","Graham Welch"
"13845","Josue Fontanez"
"13896","Richard E. Mackey Jr and Jonathan G. Gossels"
"13917","Lorne Boden"
"13924","From Staff"
"13929","Bo Manning"
"13942","Merritt Maxim"
"13951","Illena Armstrong & Marcia Savage"
"13982","Amit Tailor"
"13999","David Guyatt"
"14022","Vincent Bieri"
"14041","Patrick Jolly"
"14048","René Millman and David Quainton"
"14071","Jonathan Mepsted"
"14096","Robert Brown"
"14123","Jim Cupps"
"14138","Jean-Francois Dechant"
"14161","John Golden"
"14202","Robert Rawson"
"14205","Kevin Dickey, CISO, Conta Costa County, Calif."
"14208","Peter Stephenson, CERNS, East Michigan University"
"14211","Mary Ann Davidson, chief security officer, Oracle"
"14224","Richard Ford and Herbert Thompson"
"14235","SC Staff"
"14270","Paul King"
"14321","Bernie Goulet"
"14358","Chris Andrew"
"14361","Kristin Lovejoy"
"14370","Melissa Loveday"
"14383","Hamid Jahankhani"
"14404","Jim Carr"
"14407","Bill Scott"
"14420","<b>Peter Stephenson</b>,CeRNS, East Michigan University"
"14423","<b>Sergio Pinon</b>, Senior vice-president of security and risk services, MasterCard International"
"14432","Bruce Schneier and Joe Uniejewski"
"14437","<b>Marci McCarthy</b>, CEO & co-founder, Executive Alliance"
"14442","René Millman & David Quainton"
"14475","Rajneet Ryatt"
"14488","Maksym Schipka"
"14509","Rick Blum"
"14566","Stuart Okin"
"14611","Adrian Polley"
"14636","Lloyd Hession"
"14645","Richard Hollis"
"14654","David Bicknell"
"14671","Nimrod Reichenberg"
"14680","Joe Stewart"
"14685","Ron Smith and Brian O'Higgins"
"14716","Michael Foreman"
"14731","Brandon Hoff"
"14748","Winn Schwartau"
"14757","Dave Cullinane"
"14768","David Endler and Teney Takahashi"
"14785","Paul Johns"
"14798","Paul Galwas"
"14813","Paul Myer"
"14822","John Sterlicchi with additional reporting by Marcia Savage "
"14837","Martin Teetz"
"14854","Dave Taylor"
"14877","David Stanley"
"14936","Craig Pollard"
"14967","David Emm"
"15008","Kip McClanahan and Ed Adams"
"15013","David Zumwalt"
"15018","Tim Mather"
"15043","Thomas Gilbert"
"15102","Sarah Saltzman"
"15141","Martin Allen"
"15148","Rupert White and Melissa Loveday"
"15163","William Eazel"
"15170","Jeff Combs, Alta Associates, Inc."
"15217","Alan Bentley"
"15224","Andrew Stern and Olaf Siemens"
"15247","Gary Klinefelter"
"15320","Frank Washkuch, Jr."
"15331","Craig Carpenter"
"15352","Simon Khalaf and Sathvik Krishnamurthy"
"15359","Illena Armstrong and Marcia Savage"
"15372","By René Millman"
"15375","Jayson Street, chief infosec engineer at Strategem 1 Solutions"
"15378","Christopher Boyd"
"15563","Wiliiam Eazel"
"15604","Dennis Szerszen and Shane Coursen"
"15607","Alan Murphy"
"15616","Ari Tammam"
"15621","Bill Carey"
"15630","James Middleton"
"15649","Gene Fredriksen"
"15654","Bradley Dinerman, vp of information technology, MIS Alliance"
"15669","Goren Fink"
"15767","Brad Arkin"
"15772","Chris Cahalin"
"15781","David Raanan and John Aisien"
"15800","Joseph C. Panettieri"
"15803","Ji Hyun Lee"
"15812","Sara Gates"
"15831","Dan Kaplan"
"15886","Andrew Stern"
"15997","Jason Holloway"
"16022","Richard Menta"
"16033","Andrew Lee and Vinay Goel"
"16040","Lane Timmons"
"16043","Rami Elron"
"16064","Amichai Schulman"
"16069","Andrew Kellett and Richard Edwards"
"16102","Dan Kaplan and Frank Washkuch"
"16115","Ericka Chickowski"
"16272","Peter Crawshaw"
"16285","Phil Gould"
"16290","Joe Malec"
"16295","Randy Sanovic"
"16316","Andy Purdy Jr. "
"16321","Gunter Ollman"
"16350","Olaf Siemens"
"16425","Illena Armstrong, Greg Bell and Paul Stamp"
"16534","Sarbjit Sembhi"
"16567","Donal Casey"
"16570","Dan Kaplan and William Eazel"
"16729","Ray Cavanaugh"
"16740","Gregory N. Akers"
"16755","Nancy Edwards"
"16758","Bruce Pharr"
"16963","Peter Elliman"
"16986","Doron Cohen and Robert J. Worner"
"16991","Adam Powers and Matt Miller"
"17000","Aaron Bills"
"17003","Scott McNealy"
"17008","Richard Lawhorn"
"17147","Chris Andrews and Amol Sarwate"
"17167","Jason James"
"17170","Jose Nazario"
"17177","Chris Thom"
"17182","Todd Bransford"
"17345","Ericka Chickowski and Frank Washkuch Jr."
"17352","Paul Fisher"
"17381","Larry Pesce"
"17384","Michael Weider"
"17387","Chris Babel"
"17404","Jon Callas and Axel Tillmann"
"17435","Ian Cook"
"17496","David Shapiro and Peter Bollier, 3i"
"17505","Paul Kurtz, executive director, Cyber Security Industry Alliance"
"17568","Kevin Watson, Verid CEO"
"17611","Peter Stephenson, Norwich University"
"17618","Bill Conner, Entrust chairman, president and CEO"
"17625","Bill Geime, director of information assurance, Open System Sciences, and Richard Stiennon, chief research analyst, IT-Harvest"
"17632","Scott Brown, information security analyst, Colby-Sawyer College"
"17635","Luc Roy, vice president of product planning, Siemens Communications"
"17638","Gene Fredriksen, CSO and vice president of technology and risk management, Raymond James Financial"
"17643","Richard Clarke"
"17688","Andrea S. Kaufman, partner, Novak Biddle Venture Partners"
"17797","Deborah Magid, director of software strategy for IBM's Venture Capital Group"
"17880","Fiona Raisbeck"
"17899","Paul Judge, CTO, Secure Computing"
"17906","Chris Andrew, vice president of security technologies, PatchLink"
"17917","Tom Klaff, CEO of Surety, a CSIA member"
"17920","Roger Thompson, CTO and chief researcher, Exploit Prevention Labs"
"17923","Fredric Cibelli and Kevin Richards, senior managers, Ernst & Young, and members of the Information Systems Security Association"
"17938","Jon Tullett, technology editor of SC Magazine"
"17955","Stephen Watson, SWD product marketing manager, HP UK"
"17962","Peter Tippett, CTO, Cybertrust"
"18019","Michael Weider, founder and CTO, Watchfire"
"18036","Amol Sarwate, director of Qualys' vulnerability research lab"
"18047","Roger Sullivan, vice president of the Liberty Alliance's Management Board and vice president of business development for Oracle Identity Management"
"18058","Kent Anderson, managing director of Network Risk LLC and member of ISACA's CISM Certification Board"
"18071","Kurt Mueffelmann, president and CEO, HiSoftware"
"18074","Sandra Vaughan, senior vice president of products and marketing, Proofpoint"
"18077","Shaun Wolfe, president and CEO, MessageGate"
"18092","Richard Lawhorn, chief IT security officer"
"18105","Vijay Adusumilli, senior product manager, St. Bernard Software"
"18110","Fiona Raisbeck and Frank Washkuch Jr."
"18115","Fiona Rasbeck"
"18120","John Dasher, director of product management, PGP Corp."
"18131","Marne E. Gordan, director of regulatory affairs, Cybertrust, and Kristin Gallina Lovejoy, CTO, Consul risk management"
"18138","Mark Odiorne, CISO, senior network systems manager, Scottish RE"
"18177","Marc Maiffret, founder and CTO, eEye Digital Security"
"18216","Carsten Dietrich, director of content security for IBM Internet Security Systems"
"18227","Rudy Bakalov, senior manager, and Stephane Heyres, principal, Ernst & Young"
"18234","Gil Sever, Safend CEO"
"18265","Scott Petry, founder, CTO and executive vice president for product development, Postini"
"18348","David Vella, product manager for MailSecurity, GFI Software, and Bob Hansmann, senior product marketing manager, Trend Micro"
"18355","Jon Schroth, director of technology, Colorado State University College of Business"
"18358","Jon Oberton, senior security analyst, Check Point Software Technologies Ltd."
"18363","Dave Cullinane, CISO, eBay"
"18380","Barak Engel, principal, Engel & Associates"
"18433","Laura Mather, senior scientist, MarkMonitor"
"18442","Peter Larsson, CEO, PointSec Mobile Technologies"
"18447","Arthur W. Coviello, executive vice president, EMC, and president, RSA"
"18484","Dan Klaplan"
"18493","Frank Washkuch"
"18496","G. Robert Malan, founder and CTO, Arbor Networks"
"18521","Emma Pritchard"
"18554","Nicko van Someren, CTO, nCipher"
"18557","Carsten Dietrich, director of content security, IBM Internet Security Systems"
"18560","Todd Brennan, CTO and co-founder, Bit9"
"18563","Angus MacDonald, CEO, Mathon Systems"
"18566","Jennifer Mack, director of product management, Cybertrust"
"18605","Randy Sanovic, director of IT security, General Motors Corporation"
"18608","Tom Noonan, general manager of IBM Internet Security Systems"
"18615","Jon Oltsik"
"18624","Anton Grashion, security strategist, EMEA, Juniper Networks, and Jeff Prince, chairman and CTO, ConSentry Networks"
"18631","Ken Lobenstein, CSO and CTO, Continuum Health Partners"
"18634","Justin Bingham, CTO and co-founder, Intrusic"
"18701","Peter Stephenson, technology editor"
"18714","Steve Schlarman, chief compliance strategist, Brabeion Software"
"18752","Throop Wilder, co-founder and vice president of marketing, Crossbeam Systems"
"18757","Jack Hembrough, CEO, Application Security, Inc., a CSIA member"
"18760","Phillip M. Dunkelberger, president and CEO, PGP Corporation"
"18763","Andre' Muscat, product manager, GFI Software"
"18784","Ray Gazaway, vice president of services, IBM Internet Security Systems"
"18787","Andrew Graydon, CTO, BorderWare Technologies"
"18790","Gil Sever, CEO, Safend"
"18793","Dan Farmer, cofounder and CTO, Elemental Security"
"18796","Leo Cohen, vice president and fellow, Symantec, and Steve Grobman, strategic planning director and principal engineer, Intel Corp."
"18863","Joe DeSantis, CEO, TriCipher"
"18884","Mark Estberg, director of internal security, Microsoft"
"18887","Guatam Vij, product management, Symantec Database Security, and Dr. Murray Mazer, vp of corporate development and co-founder, Lumigent"
"18894","David Jordan, CISO, Arlington County, Va."
"18897","Dan Lohrmann, CISO, Michigan"
"18900","Deven Bhatt, director, corporate security, Airlines Reporting Corporation"
"18933","Nick Barron"
"18968","Joe Stewart, Senior researcher, SecureWorks"
"18983","Joe Sturonas, CTO, PKWare"
"18994","Mark Zielinski, Arbor Networks Security Engineering and Response Team"
"19001","Corey O'Donnell, vice president of marketing, Authentium"
"19046","J. Andrew Valentine, security consultant, Investigative Response Unit, Cybertrust"
"19135","Michael Weider, CTO and Founder, Watchfire"
"19204","Todd Brennan, CTO and cofounder, Bit9"
"19207","David Thompson, CIO, Symantec"
"19214","Tracy Hulver, vp, product management and marketing, netForensics, and Mike Rothman, president and principal analyst, Security Incite"
"19221","Bob Wilcox, CISO, FiServ"
"19224","Dan Hubbard, vice president, security research, Websense"
"19227","David Lynas, enterprise security architect"
"19230","Dave Tyson, CSO, City of Vancouver"
"19235","Alison Gunnels"
"19238","Neel Mehta, team lead, X-Force Advanced Research Group, IBM Internet Security Systems"
"19251","Matt Leonard, CIPP, Ponemon Institute, and Ted Frank, president and co-founder, Axentis"
"19262","Craig Shumard, CISO, CIGNA"
"19309","Anthony Pitpit, St. Bernard Software"
"19316","Ellen Libenson, vice president of product management, Symark"
"19319","Bill Andrews, CEO and president, ExaGrid"
"19322","Luis Navarro, senior consultant, security awareness practice, Symantec"
"19349","Ratinder Paul Singh Ahuja, CTO, Reconnex"
"19370","Roger Gann"
"19391","Mark Mayne"
"19428","Calum MacLeod, European director, Cyber-Ark"
"19431","Larry Kovnat, product security manager, Xerox Corporation"
"19478","Deborah Magid, director of software strategy, IBM Venture Capital Group"
"19485","John Heimann, product management director, Oracle"
"19488","Danielle Zeedick, professor, Norwich University"
"19491","Mark Weatherford, CISO, State of Colorado"
"19498","Mizra Baig, associate vice president, Infosys"
"19523","Alec Main, CTO, Cloakware Inc., and John Peters, CEO, Reconnex"
"19528","Nikk Gilbert, IT security and telecom director, Alstom Transport"
"19531","Pat Sueltz, CEO, SurfControl"
"19554","Amol Sarwate, Qualys"
"19575","Calum MacLeod, European director, Cyber-Ark Software"
"19578","Dan Nadir, vice president of product strategy, ScanSafe"
"19583","Jeremiah Grossman, CTO, WhiteHat Security"
"19598","Andrew Philpott, Vice-President of EMEA, Secure Computing"
"19625","Andrew Donaghue, IT Security Adviser, Stonewood"
"19628","David Vella, Director Messaging and Content Products at GFI"
"19631","Andrew Sheldon, managing director of Evidence Talks, MSc in
forensic computing"
"19682","Kevin Prince, CSO, Perimeter eSecurity"
"19697","Foina Raisbeck"
"19726","Eric Ogren, security analyst, Enterprise Strategy Group"
"19729","Jim Doherty, CipherOptics"
"19734","Richard Moulds, nCipher"
"19763","Andre Derek Protas, director of preview, eEye Digital Security"
"19766","Margaret Brooks, CA"
"19791","Mark Spivey"
"19806","Scott Harris, CEO, SecureTrust Corporation, and Steven Myers, assistant professor, Indiana University"
"19813","Mark Adams, corporate security officer, BlueCross-BlueShield of Nebraska"
"19816","David Arbeitel, CTO, Lumeta"
"19819","Dan Lohrmann, CISO, state of Michigan"
"19822","Jeff Reich, information security officer, CompuCredit"
"19829","J. Patrick McGregor, president and CEO, BitArmor Systems"
"19882","Joshua Block, vice president, North American Operations, Cyberoam"
"19886","Tom Barsi, president and CEO, ConSentry Networks"
"19889","Vijay Basani, CEO and co-founder, eiQnetworks"
"19892","Karel Obluk, CTO, GRISOFT"
"19923","John Terrill, executive vice president, Enterprise Management Technology"
"19972","Ted Frank, president and co-founder, Axentis"
"19977","Gunter Ollmann, director of security strategy, IBM Internet Security Systems"
"19980","Dennis Szerszen, senior vice president, SecureWave"
"19983","Brett Schechter, senior product manager, St. Bernard"
"20024","Chris Hopen, CTO, VP of engineering and co-founder, Aventail, and Rick Osterloh, senior director, product management and marketing, Motorola Good Technology Group"
"20029","William Souder, director of network operations and information security officer, office for information technology, Berry College"
"20032","Richard Lawhorn, CISO"
"20035","Thomas Peltier, president, Thomas R. Peltier Associates, LLC"
"20038","Earl Porter, director, information security, Transamerica Reinsurance"
"20043","Mikko Hypponen, chief research officer, F-Secure"
"20052","Kurt Johnson, vice president for corporate development, Courion Corp."
"20057","Robert Sims, president and CEO, Crossroads Systems"
"20074","Joseph Salwach, DePaul University"
"20107","Malte Pollmann, vice-president, products, Utimaco"
"20144","Dave Mitchell"
"20153","Trent Henry, senior analyst, Burton Group"
"20160","Gene Kim, co-founder and CTO, Tripwire"
"20163","Jose Nazario, senior software and security engineer, Arbor Networks"
"20224","Steve Elliott, CTO, Approva"
"20355","Randy Barr, CSO, WebEx"
"20360","Elan Amir, president and CEO, Bivio Networks"
"20363","Luis Navarro, senior consultant for security awareness practice, Symantec"
"20374","Martin Carmichael, CSO, McAfee"
"20391","Staff report"
"20402","Susan Bradley, CPA and network administrator, Tamiyasu, Smith, Horn and Braun Accountancy Corp."
"20405","Joseph Ansanelli, CEO, Vontu"
"20412","Hilik Kotler, co-founder and CP of business development, Promisec, and Alan Shimel, CSO, StillSecure"
"20421","Steve Hunt"
"20426","Seana Pitt, chairperson, PCI Security Standards Council"
"20431","Tim Ross, co-founder and EVP, 3VR Security"
"20498","Paul Henry, vice president of technology evangelism, Secure Computing"
"20503","Ennio Carboni, director of product management, Ipswitch"
