guest_author_id, guest_author_name
"834","James Teel"
"835","Perry Norton"
"836","Peter Shillito"
"837","Peter Curran"
"838","Joseph Vaughn-Perling"
"839","Dorsey Morrow"
"840","Jason Wright"
"841","Allen Chilver"
"842","Jonathan Gossels and Richard E. Mackey Jr."
"843","Errol Rhoden"
"844","Andy Druda"
"845","Paul A. Williams"
"846","Dave Lang"
"847","Alan Sterneckert"
"848","Bill Van Emburg"
"849","Richard R. Starnes"
"850","Andrew Rathmell"
"852","Edward Hearst"
"853","Steve Crutchley"
"854","Brad Johnson and Jonathan Gossels"
"855","Chris O'Ferrell"
"856","Bruce Murphy"
"857","Interpol European Working Group on Information Technology Crime"
"858","Simon Waring"
"859","Steven J. Ross"
"860","Andrew Christensen"
"861","Mark K. Mellis and Jonathan Gossels"
"862","Peter Davies"
"863","Micki Krause"
"864","Nigel Hope"
"865","April Nelson"
"866","Adam Holder"
"867","Richard Aufreiter"
"868","Chester Soong"
"869","Drew Williams"
"870","Robert Lendvai"
"871","Jacques Halé"
"872","Laurie Mcquillan"
"873","Nathan Tennant"
"874","R. Subha Vivek"
"875","Barton Taylor"
"876","Mark Becker"
"877","Aarti Anhal"
"878","Ken Shaurette"
"879","Bryan Davies"
"880","John Holden"
"881","Bart Taylor"
"882","Alyn Hockey"
"883","Robert Roussey"
"884","Simon Jenner"
"885","David Thomason"
"886","Oba McMillan"
"887","Brad Johnson, Dick Mackey and Jonathan Gossels"
"888","Neil Robinson"
"889","Andy Coote"
"890","Nick Booth"
"892","Neil Chaney"
"893","Mark Ungerman"
"894","Jeffrey N Reich"
"895","Gary K. Saidman"
"896","Andy Infante"
"897","Don Parker"
"898","Richard Williams"
"899","Roger Hardiman"
"900","Sarah Merrion"
"901","James R. Wade"
"902","John Sterlicchi"
"903","Nick Ray"
"904","David Brunswick"
"905","Jamie Cowper"
"906","Peter Wenham"
"907","Steve Purser"
"908","Indy Chakrabarti"
"909","Mary Ann Davidson"
"910","James Janisse"
"911","Francois Bourdeau"
"912","Randy Budde"
"913","Russell Sarder"
"914","Dan Nadir"
"915","Bruce Hendrix"
"916","Lannon Rowan"
"917","John Cheney, Matt Sergeant and Alyn Hockey"
"918","Tony Morrish"
"919","David Williamson"
"920","Matthieu Brignon and Laure Brignone"
"921","Mark Harris"
"922","Simon Heron, director, Network Box"
"923","Colin Gray"
"924","Ian Schenkel"
"925","Rajesh Patel"
"926","Andrew Wilson"
"927","Jim McGrath"
"928","Paul Kurtz"
"929","Omon Edeki"
"930","Neil Robertson"
"931","Bob Jones"
"932","Steve Keohane"
"933","Glenn Stephens"
"935","James White"
"936","Steve Ronksley"
"937","Paul Hickingbotham"
"938","Glenn Choquette"
"939","Rosa Caputo"
"940","Luke Brown"
"941","Denny Meijer"
"942","Kristin Gallina Lovejoy"
"943","David D'Agostino"
"944","Jeff Schultz"
"945","Marc Malizia"
"946","John Edwards"
"947","Barry Phillips"
"948","Robert Jaques"
"949","Phil Worms"
"950","Neil Hare-Brown"
"951","Simon Janes"
"952","Bob Johnson"
"953","Rami Houbby"
"954","Dr. Horst Joepen"
"955","Rob Jaques"
"956","Scott Rasmussen"
"957","Joe Uniejewski"
"958","Tom Kuhr"
"959","Bethany Mayer"
"960","Edward Schenk"
"961","Soheila Amiri"
"962","Vladimir Chernavsky"
"963","Ron Lepofsky"
"964","Benny Jones and Dorian Deane"
"965","David Lynch"
"966","Matt Fisher"
"967","Gary Holland"
"968","Joanna Shields"
"969","David Quainton"
"970","Joe Fantuzzi"
"971","Tom Keane"
"972","David Perry"
"973","Kevin Mandia"
"974","Brian Milas"
"975","Yiannis Vassiliades"
"976","Martin Jacobs"
"977","James Angle"
"978","Roberto Angelino, M.S.C.S."
"979","Zoe Lowther"
"980","Ken Watt"
"981","Paul Butler"
"982","Paul A. Henry"
"983","John Roese"
"984","Mark Smith"
"985","Dave Martin"
"986","Abhay Joshi"
"987","Mark Murtagh"
"988","Geoff Webster"
"989","John Sterlicchi"
"990","Roy Hills"
"991","Kirk Drake"
"992","Tareque Choudhury"
"993","Mike Smart"
"994","Melville Carrie"
"995","Iain Chidgey"
"996","Graeme Howe"
"997","Dr. Martin Kuhlmann"
"998","Andrew Lee"
"999","Dr. Matthew Williamson"
"1000","Andre Yee"
"1001","Brian Mansfield"
"1002","Wallace Wang"
"1003","Dr. Prem Chand"
"1004","Lance Braunstein"
"1005","Justin Opie"
"1006","Michael Burling"
"1007","Mark Elliott"
"1008","Wayne Foster"
"1009","John Porter"
"1011","David Beesley"
"1012","Neil Lloyd"
"1013","Edward Schwartz"
"1014","Scott Gordon"
"1015","Lee Ratzan"
"1016","Eugene Kuznetsov"
"1017","Niall Moynihan"
"1018","Steve Wllson"
"1019","Chris Minchin"
"1020","Kathleen O'Connor and Sophie Gilkes"
"1021","Matt Peachey"
"1022","Paul Meadowcroft"
"1023","David Quainton and Rene Millman"
"1024","Simon Edmed"
"1025","Dr Hamid Jahankhani"
"1026","Alan Cohen"
"1027","Chris Williams"
"1028","Patrik Runald"
"1029","Charles Hayhoe"
"1030","Dr. Jonathan Tuliani"
"1031","Michael Patterson"
"1032","Jaime Chanaga"
"1033","Petri Säkkinen"
"1034","Graham Welch"
"1035","Josue Fontanez"
"1036","Richard E. Mackey Jr. and Jonathan Gossels"
"1037","Lorne Boden"
"1038","From Staff"
"1039","Bo Manning"
"1040","Merritt Maxim"
"1041","Illena Armstrong & Marcia Savage"
"1042","Amit Tailor"
"1043","David Guyatt"
"1044","Vincent Bieri"
"1045","Patrick Jolly"
"1046","Rene Millman and David Quainton"
"1047","Jonathan Mepsted"
"1048","Robert Brown"
"1049","Jim Cupps"
"1050","Jean-Francois Dechant"
"1051","John Golden"
"1052","Robert Rawson"
"1053","Kevin Dickey, CISO, Conta Costa County, Calif."
"1054","Peter Stephenson, CERNS, East Michigan University"
"1055","Mary Ann Davidson, chief security officer, Oracle"
"1056","Richard Ford and Herbert Thompson"
"1057","SC Staff"
"1058","Paul King"
"1059","Bernie Goulet"
"1060","Chris Andrew"
"1061","Kristin Lovejoy"
"1062","Melissa Loveday"
"1063","Hamid Jahankhani"
"1064","Jim Carr"
"1065","Bill Scott"
"1066","Peter Stephenson,CeRNS, East Michigan University"
"1067","Sergio Pinon, Senior vice-president of security and risk services, MasterCard International"
"1068","Bruce Schneier and Joe Uniejewski"
"1069","Marci McCarthy, CEO & co-founder, Executive Alliance"
"1070","Rene Millman & David Quainton"
"1071","Rajneet Ryatt"
"1072","Maksym Schipka"
"1073","Rick Blum"
"1074","Stuart Okin"
"1075","Adrian Polley"
"1076","Lloyd Hession"
"1077","Richard Hollis"
"1078","David Bicknell"
"1079","Nimrod Reichenberg"
"1080","Joe Stewart"
"1081","Ron Smith and Brian O'Higgins"
"1082","Michael Foreman"
"1083","Brandon Hoff"
"1084","Winn Schwartau"
"1085","Dave Cullinane"
"1086","David Endler and Teney Takahashi"
"1087","Paul Johns"
"1088","Paul Galwas"
"1089","Paul Myer"
"1090","John Sterlicchi with additional reporting by Marcia Savage"
"1091","Martin Teetz"
"1092","Dave Taylor"
"1093","David Stanley"
"1094","Craig Pollard"
"1095","David Emm"
"1096","Kip McClanahan and Ed Adams"
"1097","David Zumwalt"
"1098","Tim Mather"
"1099","Thomas Gilbert"
"1100","Sarah Saltzman"
"1101","Martin Allen"
"1102","Rupert White and Melissa Loveday"
"1103","William Eazel"
"1104","Jeff Combs, Alta Associates, Inc."
"1105","Alan Bentley"
"1106","Andrew Stern and Olaf Siemens"
"1107","Gary Klinefelter"
"1111","Frank Washkuch Jr."
"1112","Craig Carpenter"
"1114","Simon Khalaf and Sathvik Krishnamurthy"
"1115","Illena Armstrong and Marcia Savage"
"1116","Rene Millman"
"1117","Jayson Street, chief infosec engineer at Strategem 1 Solutions"
"1118","Christopher Boyd"
"1120","Wiliiam Eazel"
"1124","Dennis Szerszen and Shane Coursen"
"1125","Alan Murphy"
"1126","Ari Tammam"
"1127","Bill Carey"
"1128","James Middleton"
"1129","Gene Fredriksen"
"1130","Bradley Dinerman, vp of information technology, MIS Alliance"
"1131","Goren Fink"
"1132","Brad Arkin"
"1133","Chris Cahalin"
"1134","David Raanan and John Aisien"
"1135","Joseph C. Panettieri"
"1136","Ji Hyun Lee"
"1137","Sara Gates"
"1138","Dan Kaplan"
"1139","Andrew Stern"
"1140","Jason Holloway"
"1141","Richard Menta"
"1142","Andrew Lee and Vinay Goel"
"1143","Lane Timmons"
"1144","Rami Elron"
"1145","Amichai Schulman"
"1146","Andrew Kellett and Richard Edwards"
"1147","Dan Kaplan and Frank Washkuch"
"1148","Ericka Chickowski"
"1149","Peter Crawshaw"
"1150","Phil Gould"
"1151","Joe Malec"
"1152","Randy Sanovic"
"1153","Andy Purdy Jr."
"1154","Gunter Ollman"
"1155","Olaf Siemens"
"1157","Illena Armstrong, Greg Bell and Paul Stamp"
"1158","Sarbjit Sembhi"
"1159","Donal Casey"
"1160","Dan Kaplan and William Eazel"
"1161","Ray Cavanaugh"
"1162","Gregory N. Akers"
"1163","Nancy Edwards"
"1164","Bruce Pharr"
"1165","Peter Elliman"
"1166","Doron Cohen and Robert J. Worner"
"1167","Adam Powers and Matt Miller"
"1168","Aaron Bills"
"1169","Scott McNealy"
"1170","Richard Lawhorn"
"1171","Chris Andrews and Amol Sarwate"
"1173","Jason James"
"1174","Jose Nazario"
"1175","Chris Thom"
"1176","Todd Bransford"
"1177","Ericka Chickowski and Frank Washkuch Jr."
"1178","Paul Fisher"
"1179","Larry Pesce"
"1180","Michael Weider"
"1181","Chris Babel"
"1182","Jon Callas and Axel Tillmann"
"1183","Ian Cook"
"1184","David Shapiro and Peter Bollier, 3i"
"1185","Paul Kurtz, executive director, Cyber Security Industry Alliance"
"1186","Kevin Watson, CEO, Verid"
"1187","Peter Stephenson, Norwich University"
"1188","Bill Conner, chairman, president and CEO, Entrust"
"1189","Bill Geime, director of information assurance, Open System Sciences, and Richard Stiennon, chief research analyst, IT-Harvest"
"1190","Scott Brown, information security analyst, Colby-Sawyer College"
"1191","Luc Roy, vice president of product planning, Siemens Communications"
"1192","Gene Fredriksen, CSO and vice president of technology and risk management, Raymond James Financial"
"1193","Richard Clarke"
"1194","Andrea S. Kaufman, partner, Novak Biddle Venture Partners"
"1196","Deborah Magid, director of software strategy for IBM's Venture Capital Group"
"1198","Fiona Raisbeck"
"1199","Paul Judge, CTO, Secure Computing"
"1200","Chris Andrew, vice president of security technologies, PatchLink"
"1201","Tom Klaff, a CSIA member, CEO, Surety"
"1202","Roger Thompson, CTO and chief researcher, Exploit Prevention Labs"
"1203","Fredric Cibelli and Kevin Richards, senior managers, Ernst & Young, and members of the Information Systems Security Association"
"1204","Jon Tullett, technology editor, SC Magazine"
"1205","Stephen Watson, SWD product marketing manager, HP UK"
"1206","Peter Tippett, CTO, Cybertrust"
"1207","Michael Weider, founder and CTO, Watchfire"
"1208","Amol Sarwate, director, Qualys' vulnerability research lab"
"1209","Roger Sullivan, vice president of the Liberty Alliance's Management Board and vice president of business development for Oracle Identity Management"
"1210","Kent Anderson, member of ISACA's CISM Certification Board and managing director, Network Risk LLC"
"1211","Kurt Mueffelmann, president and CEO, HiSoftware"
"1212","Sandra Vaughan, senior vice president of products and marketing, Proofpoint"
"1213","Shaun Wolfe, president and CEO, MessageGate"
"1214","Richard Lawhorn, chief IT security officer"
"1215","Vijay Adusumilli, senior product manager, St. Bernard Software"
"1216","Fiona Raisbeck and Frank Washkuch Jr."
"1217","Fiona Rasbeck"
"1218","John Dasher, director of product management, PGP Corp."
"1219","Marne E. Gordan, director of regulatory affairs, Cybertrust, and Kristin Gallina Lovejoy, CTO, Consul risk management"
"1220","Mark Odiorne, CISO, senior network systems manager, Scottish RE"
"1221","Marc Maiffret, founder and CTO, eEye Digital Security"
"1222","Carsten Dietrich, director of content security for IBM Internet Security Systems"
"1223","Rudy Bakalov, senior manager, and Stephane Heyres, principal, Ernst & Young"
"1224","Gil Sever, CEO, Safend"
"1225","Scott Petry, founder, CTO and executive vice president for product development, Postini"
"1226","David Vella, product manager for MailSecurity, GFI Software, and Bob Hansmann, senior product marketing manager, Trend Micro"
"1227","Jon Schroth, director of technology, Colorado State University College of Business"
"1228","Jon Oberton, senior security analyst, Check Point Software Technologies Ltd."
"1229","Dave Cullinane, CISO, eBay"
"1230","Barak Engel, principal, Engel & Associates"
"1231","Laura Mather, senior scientist, MarkMonitor"
"1232","Peter Larsson, CEO, PointSec Mobile Technologies"
"1233","Arthur W. Coviello, executive vice president, EMC, and president, RSA"
"1234","Dan Klaplan"
"1235","Frank Washkuch"
"1236","G. Robert Malan, founder and CTO, Arbor Networks"
"1237","Emma Pritchard"
"1238","Nicko van Someren, CTO, nCipher"
"1239","Carsten Dietrich, director of content security, IBM Internet Security Systems"
"1240","Todd Brennan, CTO and co-founder, Bit9"
"1241","Angus MacDonald, CEO, Mathon Systems"
"1242","Jennifer Mack, director of product management, Cybertrust"
"1243","Randy Sanovic, director of IT security, General Motors Corporation"
"1244","Tom Noonan, general manager, IBM Internet Security Systems"
"1245","Jon Oltsik"
"1246","Anton Grashion, security strategist, EMEA, Juniper Networks, and Jeff Prince, chairman and CTO, ConSentry Networks"
"1247","Ken Lobenstein, CSO and CTO, Continuum Health Partners"
"1248","Justin Bingham, CTO and co-founder, Intrusic"
"1249","Peter Stephenson, technology editor"
"1250","Steve Schlarman, chief compliance strategist, Brabeion Software"
"1252","Throop Wilder, co-founder and vice president of marketing, Crossbeam Systems"
"1253","Jack Hembrough, a CSIA member, CEO, Application Security Inc."
"1254","Phillip M. Dunkelberger, president and CEO, PGP Corporation"
"1255","Andre' Muscat, product manager, GFI Software"
"1256","Ray Gazaway, vice president of services, IBM Internet Security Systems"
"1257","Andrew Graydon, CTO, BorderWare Technologies"
"1258","Gil Sever, CEO, Safend"
"1259","Dan Farmer, cofounder and CTO, Elemental Security"
"1260","Leo Cohen, vice president and fellow, Symantec, and Steve Grobman, strategic planning director and principal engineer, Intel Corp."
"1261","Joe DeSantis, CEO, TriCipher"
"1263","Mark Estberg, director of internal security, Microsoft"
"1264","Guatam Vij, product management, Symantec Database Security, and Dr. Murray Mazer, vp of corporate development and co-founder, Lumigent"
"1265","David Jordan, CISO, Arlington County Va."
"1266","Dan Lohrmann, CISO, state of Michigan"
"1267","Deven Bhatt, director, corporate security, Airlines Reporting Corporation"
"1268","Nick Barron"
"1269","Joe Stewart, Senior researcher, SecureWorks"
"1270","Joe Sturonas, CTO, PKWare"
"1271","Mark Zielinski, Arbor Networks Security Engineering and Response Team"
"1272","Corey O'Donnell, vice president of marketing, Authentium"
"1273","J. Andrew Valentine, security consultant, Investigative Response Unit, Cybertrust"
"1274","Michael Weider, CTO and Founder, Watchfire"
"1275","Todd Brennan, CTO and cofounder, Bit9"
"1276","David Thompson, CIO, Symantec"
"1277","Tracy Hulver, vp, product management and marketing, netForensics, and Mike Rothman, president and principal analyst, Security Incite"
"1278","Bob Wilcox, CISO, FiServ"
"1279","Dan Hubbard, vice president, security research, Websense"
"1280","David Lynas, enterprise security architect"
"1281","Dave Tyson, CSO, City of Vancouver"
"1282","Alison Gunnels"
"1283","Neel Mehta, team lead, X-Force Advanced Research Group, IBM Internet Security Systems"
"1284","Matt Leonard, CIPP, Ponemon Institute, and Ted Frank, president and co-founder, Axentis"
"1285","Craig Shumard, CISO, CIGNA"
"1287","Anthony Pitpit, St. Bernard Software"
"1288","Ellen Libenson, vice president of product management, Symark"
"1289","Bill Andrews, CEO and president, ExaGrid"
"1290","Luis Navarro, senior consultant, security awareness practice, Symantec"
"1291","Ratinder Paul Singh Ahuja, CTO, Reconnex"
"1292","Roger Gann"
"1293","Mark Mayne"
"1294","Calum MacLeod, European director, Cyber-Ark"
"1295","Larry Kovnat, product security manager, Xerox Corporation"
"1296","Deborah Magid, director of software strategy, IBM Venture Capital Group"
"1297","John Heimann, product management director, Oracle"
"1298","Danielle Zeedick, professor, Norwich University"
"1299","Mark Weatherford, CISO, State of Colorado"
"1300","Mizra Baig, associate vice president, Infosys"
"1302","Alec Main, CTO, Cloakware Inc., and John Peters, CEO, Reconnex"
"1304","Nikk Gilbert, IT security and telecom director, Alstom Transport"
"1305","Pat Sueltz, CEO, SurfControl"
"1306","Amol Sarwate, Qualys"
"1308","Calum MacLeod, European director, Cyber-Ark Software"
"1309","Dan Nadir, vice president of product strategy, ScanSafe"
"1311","Jeremiah Grossman, CTO, WhiteHat Security"
"1312","Andrew Philpott, Vice-President of EMEA, Secure Computing"
"1313","Andrew Donaghue, IT Security Adviser, Stonewood"
"1314","David Vella, Director Messaging and Content Products at GFI"
"1315","Andrew Sheldon, managing director of Evidence Talks, MSc in
forensic computing"
"1316","Kevin Prince, CSO, Perimeter eSecurity"
"1317","Foina Raisbeck"
"1318","Eric Ogren, security analyst, Enterprise Strategy Group"
"1319","Jim Doherty, CipherOptics"
"1320","Richard Moulds, nCipher"
"1321","Andre Derek Protas, director of preview, eEye Digital Security"
"1322","Margaret Brooks, CA"
"1323","Mark Spivey"
"1324","Scott Harris, CEO, SecureTrust Corporation, and Steven Myers, assistant professor, Indiana University"
"1325","Mark Adams, corporate security officer, BlueCross-BlueShield of Nebraska"
"1326","David Arbeitel, CTO, Lumeta"
"1327","Dan Lohrmann, CISO, state of Michigan"
"1328","Jeff Reich, information security officer, CompuCredit"
"1329","J. Patrick McGregor, president and CEO, BitArmor Systems"
"1330","Joshua Block, vice president, North American Operations, Cyberoam"
"1331","Tom Barsi, president and CEO, ConSentry Networks"
"1332","Vijay Basani, CEO and co-founder, eiQnetworks"
"1333","Karel Obluk, CTO, GRISOFT"
"1334","John Terrill, executive vice president, Enterprise Management Technology"
"1335","Ted Frank, president and co-founder, Axentis"
"1336","Gunter Ollmann, director of security strategy, IBM Internet Security Systems"
"1337","Dennis Szerszen, senior vice president, SecureWave"
"1338","Brett Schechter, senior product manager, St. Bernard"
"1339","Chris Hopen, CTO, VP of engineering and co-founder, Aventail, and Rick Osterloh, senior director, product management and marketing, Motorola Good Technology Group"
"1340","William Souder, director of network operations and information security officer, office for information technology, Berry College"
"1341","Richard Lawhorn, CISO"
"1342","Thomas Peltier, president, Thomas R. Peltier Associates LLC"
"1343","Earl Porter, director, information security, Transamerica Reinsurance"
"1344","Mikko Hypponen, chief research officer, F-Secure"
"1345","Kurt Johnson, vice president for corporate development, Courion Corp."
"1346","Robert Sims, president and CEO, Crossroads Systems"
"1347","Joseph Salwach, DePaul University"
"1348","Malte Pollmann, vice-president, products, Utimaco"
"1349","Dave Mitchell"
"1350","Trent Henry, senior analyst, Burton Group"
"1351","Gene Kim, co-founder and CTO, Tripwire"
"1352","Jose Nazario, senior software and security engineer, Arbor Networks"
"1353","Steve Elliott, CTO, Approva"
"1354","Randy Barr, CSO, WebEx"
"1355","Elan Amir, president and CEO, Bivio Networks"
"1356","Luis Navarro, senior consultant for security awareness practice, Symantec"
"1357","Martin Carmichael, CSO, McAfee"
"1358","Staff report"
"1359","Susan Bradley, CPA and network administrator, Tamiyasu, Smith, Horn and Braun Accountancy Corp."
"1360","Joseph Ansanelli, CEO, Vontu"
"1361","Hilik Kotler, co-founder and CP of business development, Promisec, and Alan Shimel, CSO, StillSecure"
"1362","Steve Hunt"
"1363","Seana Pitt, chairperson, PCI Security Standards Council"
"1364","Tim Ross, co-founder and EVP, 3VR Security"
"1365","Paul Henry, vice president of technology evangelism, Secure Computing"
"1367","Ennio Carboni, director of product management, Ipswitch"
"1368","Richard Steinnon, chief marketing officer, Fortinet"
"1369","Jarrod J.S. Siket, Netronome Systems"
"1370","Brian Cohen, President and Chief Executive Officer, S.P.I. Dynamics Inc"
"1371","Fraser Howard, principal virus researcher, Sophos"
"1372","Gordon Eubanks, Oakley Networks"
"1373","Randall Durfy"
"1374","Kevin Bocek, product marketing manager, PGP Corporation"
"1375","Jim Doherty, chief marketing officer, CipherOptics"
"1376","Philippe Courtot, Chairman and CEO, Qualys"
"1377","Slavik Markovich, CTO, Sentrigo"
"1378","Max Rayner, EVP, products and services/CIO, SurfControl, and Murray Mazer, VP, corporate development and co-founder, Lumigent"
"1379","Prabhakar Chandrasekaran, ISO, Spartanburg Regional Healthcare System"
"1380","Sam Fleming, CTO, NextSentry"
"1381","Deven Bhatt, CSO, Airlines Reporting Corporation"
"1382","Jay Barbour, vice president of marketing and product management, Intrusion Inc."
"1383","Chris Bilello, director, business development for Konica, Minolta Business Solutions U.S.A. Inc"
